#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,5,4,1,0,13:3,10,13
2,Bayern München,FCB,5,3,2,0,16:4,12,11
3,Borussia Dortmund,BVB,5,3,1,1,15:7,8,10
4,SC Freiburg,SCF,5,3,1,1,11:4,7,10
5,FC Schalke 04,S04,5,3,1,1,10:5,5,10
6,Bor. Mönchengladbach,BMG,5,3,1,1,7:5,2,10
7,Bayer Leverkusen,B04,5,3,1,1,8:7,1,10
8,VfL Wolfsburg,WOB,5,2,3,0,8:4,4,9
9,Eintracht Frankfurt,SGE,5,2,1,2,7:7,0,7
10,Werder Bremen,SVW,5,2,0,3,8:12,-4,6
11,1899 Hoffenheim,TSG,5,1,2,2,4:7,-3,5
12,FC Augsburg,FCA,5,1,2,2,7:11,-4,5
13,Fortuna Düsseldorf,F95,5,1,1,3,7:9,-2,4
14,1. FC Union Berlin,FCU,5,1,1,3,5:10,-5,4
15,Hertha BSC,BSC,5,1,1,3,5:11,-6,4
16,1. FC Köln,KOE,5,1,0,4,4:11,-7,3
17,1. FSV Mainz 05,M05,5,1,0,4,5:15,-10,3
18,SC Paderborn 07,SCP,5,0,1,4,6:14,-8,1
