#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,5,5,0,0,15:0,15,15
2,Borussia Dortmund,BVB,6,2,3,1,12:9,3,9
3,FC Schalke 04,S04,5,2,2,1,10:8,2,8
4,Hamburger SV,HSV,6,2,2,2,7:7,0,8
5,VfB Stuttgart,VFB,5,2,2,1,6:8,-2,8
6,Bor. Mönchengladbach,BMG,6,2,2,2,8:14,-6,8
7,Fortuna Düsseldorf,F95,5,2,1,2,6:4,2,7
8,Bayer Leverkusen,B04,6,2,1,3,9:12,-3,7
9,VfL Wolfsburg,WOB,6,2,1,3,5:8,-3,7
10,Hannover 96,H96,5,2,0,3,10:9,1,6
11,Eintracht Frankfurt,SGE,5,2,0,3,7:7,0,6
12,SpVgg Greuther Fürth,SGF,5,1,3,1,6:7,-1,6
13,1. FC Nürnberg,FCN,6,2,0,4,6:12,-6,6
14,SC Freiburg,SCF,5,1,2,2,4:5,-1,5
15,1. FSV Mainz 05,M05,6,1,2,3,7:11,-4,5
16,Werder Bremen,SVW,6,1,1,4,8:12,-4,4
17,1899 Hoffenheim,TSG,6,1,1,4,8:13,-5,4
18,FC Augsburg,FCA,5,0,2,3,1:7,-6,2
