#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,10,9,1,0,25:1,24,28
2,Borussia Dortmund,BVB,11,6,4,1,26:14,12,22
3,Bayer Leverkusen,B04,10,4,2,4,17:17,0,14
4,VfB Stuttgart,VFB,11,4,2,5,11:20,-9,14
5,SC Freiburg,SCF,10,3,4,3,11:10,1,13
6,Eintracht Frankfurt,SGE,10,4,1,5,13:15,-2,13
7,VfL Wolfsburg,WOB,10,4,1,5,12:15,-3,13
8,Bor. Mönchengladbach,BMG,11,2,6,3,12:19,-7,12
9,1. FSV Mainz 05,M05,10,3,2,5,13:15,-2,11
10,Hamburger SV,HSV,10,2,4,4,9:14,-5,10
11,FC Schalke 04,S04,9,2,3,4,12:16,-4,9
12,SpVgg Greuther Fürth,SGF,10,2,3,5,9:16,-7,9
13,Fortuna Düsseldorf,F95,9,2,2,5,9:11,-2,8
14,Werder Bremen,SVW,10,2,2,6,16:21,-5,8
15,1. FC Nürnberg,FCN,10,2,2,6,7:17,-10,8
16,FC Augsburg,FCA,10,1,4,5,9:17,-8,7
17,Hannover 96,H96,10,2,0,8,16:25,-9,6
18,1899 Hoffenheim,TSG,9,1,1,7,11:21,-10,4
