#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,14,10,1,3,29:17,12,31
2,RB Leipzig,RBL,13,7,4,2,23:11,12,25
3,VfL Wolfsburg,WOB,14,6,5,3,21:14,7,23
4,Eintracht Frankfurt,SGE,14,6,5,3,28:22,6,23
5,Bayer Leverkusen,B04,13,6,3,4,18:12,6,21
6,VfB Stuttgart,VFB,14,6,3,5,26:24,2,21
7,Borussia Dortmund,BVB,14,6,2,6,27:23,4,20
8,Bor. Mönchengladbach,BMG,13,4,5,4,24:24,0,17
9,Werder Bremen,SVW,14,4,5,5,18:20,-2,17
10,1. FC Union Berlin,FCU,13,4,4,5,16:18,-2,16
11,SC Freiburg,SCF,13,4,3,6,14:21,-7,15
12,1. FC Köln,KOE,14,4,3,7,11:24,-13,15
13,FC Augsburg,FCA,13,4,2,7,12:19,-7,14
14,1899 Hoffenheim,TSG,14,3,4,7,18:28,-10,13
15,1. FSV Mainz 05,M05,13,3,4,6,15:25,-10,13
16,Hertha BSC,BSC,14,2,5,7,16:22,-6,11
17,Arminia Bielefeld,DSC,13,2,4,7,11:24,-13,10
18,FC Schalke 04,S04,13,0,4,9,9:42,-33,4
