#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,9,3,3,27:9,18,30
2,VfB Stuttgart,VFB,16,8,3,5,22:23,-1,27
3,FC Schalke 04,S04,16,6,5,5,22:22,0,23
4,TSV 1860 München,M60,16,6,4,6,22:27,-5,22
5,Borussia Dortmund,BVB,16,5,6,5,20:14,6,21
6,Hertha BSC,BSC,16,6,2,8,17:22,-5,20
7,Hannover 96,H96,15,6,1,8,16:24,-8,19
8,FC Hansa Rostock,ROS,15,5,3,7,15:18,-3,18
9,Werder Bremen,SVW,15,5,2,8,15:23,-8,17
10,VfL Bochum,BOC,15,4,4,7,22:28,-6,16
11,Bayer Leverkusen,B04,15,4,4,7,18:24,-6,16
12,Energie Cottbus,FCE,15,3,5,7,16:30,-14,14
13,1. FC Nürnberg,FCN,15,4,2,9,15:30,-15,14
14,Hamburger SV,HSV,16,2,7,7,15:24,-9,13
15,VfL Wolfsburg,WOB,16,2,5,9,13:25,-12,11
16,Arminia Bielefeld,DSC,16,1,7,8,12:27,-15,10
17,1. FC Kaiserslautern,FCK,15,1,6,8,15:26,-11,9
18,Bor. Mönchengladbach,BMG,16,1,3,12,10:32,-22,6
