#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,6,3,2,1,10:4,6,11
2,FC Hansa Rostock,ROS,6,3,1,2,8:4,4,10
3,VfL Bochum,BOC,6,3,1,2,14:12,2,10
4,Bayern München,FCB,6,3,1,2,7:5,2,10
5,Hannover 96,H96,6,3,1,2,11:10,1,10
6,Bayer Leverkusen,B04,6,2,2,2,8:8,0,8
7,VfB Stuttgart,VFB,6,2,2,2,8:9,-1,8
8,FC Schalke 04,S04,6,2,2,2,7:8,-1,8
9,Hertha BSC,BSC,6,2,2,2,5:6,-1,8
10,1. FC Nürnberg,FCN,6,2,1,3,6:9,-3,7
10,TSV 1860 München,M60,6,2,1,3,6:9,-3,7
12,Werder Bremen,SVW,6,2,1,3,10:14,-4,7
13,VfL Wolfsburg,WOB,6,1,1,4,6:11,-5,4
14,Energie Cottbus,FCE,6,1,1,4,4:16,-12,4
15,Bor. Mönchengladbach,BMG,6,1,0,5,4:8,-4,3
16,1. FC Kaiserslautern,FCK,6,0,2,4,3:10,-7,2
17,Arminia Bielefeld,DSC,6,0,2,4,4:16,-12,2
18,Hamburger SV,HSV,6,0,1,5,4:12,-8,1
