#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,24,18,4,2,52:14,38,58
2,Bayer Leverkusen,B04,24,13,7,4,50:34,16,46
3,Hannover 96,H96,24,14,2,8,34:31,3,44
4,Bayern München,FCB,24,12,6,6,50:30,20,42
5,1. FSV Mainz 05,M05,24,13,1,10,37:30,7,40
6,Hamburger SV,HSV,24,11,4,9,35:32,3,37
7,SC Freiburg,SCF,24,11,4,9,31:31,0,37
8,1. FC Nürnberg,FCN,24,10,6,8,34:32,2,36
9,1899 Hoffenheim,TSG,24,8,9,7,41:35,6,33
10,FC Schalke 04,S04,24,8,6,10,29:29,0,30
11,1. FC Köln,KOE,24,8,5,11,31:42,-11,29
12,FC St. Pauli,STP,24,8,4,12,27:38,-11,28
13,Eintracht Frankfurt,SGE,24,8,3,13,24:34,-10,27
14,VfL Wolfsburg,WOB,24,6,8,10,29:34,-5,26
15,Werder Bremen,SVW,24,6,7,11,30:50,-20,25
16,1. FC Kaiserslautern,FCK,24,6,6,12,33:42,-9,24
17,VfB Stuttgart,VFB,24,6,4,14,42:47,-5,22
18,Bor. Mönchengladbach,BMG,24,5,4,15,35:59,-24,19
