#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,28,20,5,3,58:17,41,65
2,Bayer Leverkusen,B04,28,17,7,4,57:34,23,58
3,Bayern München,FCB,28,15,6,7,60:34,26,51
4,Hannover 96,H96,28,16,2,10,40:40,0,50
5,1. FSV Mainz 05,M05,28,14,3,11,43:35,8,45
6,1. FC Nürnberg,FCN,28,12,6,10,42:37,5,42
7,Hamburger SV,HSV,28,12,5,11,43:44,-1,41
8,SC Freiburg,SCF,28,11,5,12,35:39,-4,38
9,1899 Hoffenheim,TSG,28,9,10,9,42:39,3,37
10,FC Schalke 04,S04,28,10,6,12,33:33,0,36
11,1. FC Köln,KOE,28,10,5,13,38:49,-11,35
12,Werder Bremen,SVW,28,8,9,11,38:54,-16,33
13,Eintracht Frankfurt,SGE,28,9,5,14,28:38,-10,32
14,1. FC Kaiserslautern,FCK,28,8,7,13,36:44,-8,31
15,VfB Stuttgart,VFB,28,8,6,14,47:50,-3,30
16,VfL Wolfsburg,WOB,28,6,10,12,32:41,-9,28
17,FC St. Pauli,STP,28,8,4,16,29:49,-20,28
18,Bor. Mönchengladbach,BMG,28,6,5,17,38:62,-24,23
