#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,31,21,6,4,62:19,43,69
2,Bayer Leverkusen,B04,31,19,7,5,62:41,21,64
3,Hannover 96,H96,31,18,3,10,45:41,4,57
4,Bayern München,FCB,31,16,8,7,67:37,30,56
5,1. FSV Mainz 05,M05,31,15,4,12,44:37,7,49
6,1. FC Nürnberg,FCN,31,13,8,10,45:38,7,47
7,Hamburger SV,HSV,31,12,7,12,44:48,-4,43
8,SC Freiburg,SCF,31,12,5,14,39:47,-8,41
9,1899 Hoffenheim,TSG,31,10,10,11,46:44,2,40
10,FC Schalke 04,S04,31,11,7,13,35:35,0,40
11,Werder Bremen,SVW,31,9,11,11,43:57,-14,38
12,1. FC Kaiserslautern,FCK,31,10,7,14,41:48,-7,37
13,VfB Stuttgart,VFB,31,10,6,15,55:55,0,36
14,1. FC Köln,KOE,31,10,5,16,41:61,-20,35
15,Eintracht Frankfurt,SGE,31,9,7,15,30:41,-11,34
16,VfL Wolfsburg,WOB,31,7,11,13,38:45,-7,32
17,Bor. Mönchengladbach,BMG,31,8,5,18,44:64,-20,29
18,FC St. Pauli,STP,31,8,5,18,33:56,-23,29
