#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,15,13,1,1,37:9,28,40
2,1. FSV Mainz 05,M05,15,10,0,5,26:16,10,30
3,Bayer Leverkusen,B04,15,8,5,2,29:21,8,29
4,Hannover 96,H96,15,9,1,5,22:23,-1,28
5,SC Freiburg,SCF,15,8,0,7,20:23,-3,24
6,1899 Hoffenheim,TSG,15,6,5,4,29:19,10,23
7,Bayern München,FCB,15,6,5,4,23:17,6,23
8,Eintracht Frankfurt,SGE,15,7,2,6,23:20,3,23
9,Hamburger SV,HSV,15,6,3,6,23:23,0,21
10,Werder Bremen,SVW,15,5,4,6,22:31,-9,19
11,1. FC Nürnberg,FCN,15,5,3,7,18:26,-8,18
12,1. FC Kaiserslautern,FCK,15,5,2,8,25:26,-1,17
13,VfL Wolfsburg,WOB,15,4,5,6,22:23,-1,17
14,FC St. Pauli,STP,15,5,2,8,14:23,-9,17
15,FC Schalke 04,S04,15,4,4,7,21:24,-3,16
16,VfB Stuttgart,VFB,15,3,3,9,28:28,0,12
17,1. FC Köln,KOE,15,3,3,9,17:30,-13,12
18,Bor. Mönchengladbach,BMG,15,2,4,9,25:42,-17,10
