#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1899 Hoffenheim,TSG,5,3,2,0,8:3,5,11
2,Bayern München,FCB,4,3,1,0,14:3,11,10
3,VfB Stuttgart,VFB,4,3,1,0,4:1,3,10
4,Borussia Dortmund,BVB,4,3,0,1,15:4,11,9
5,Bor. Mönchengladbach,BMG,4,3,0,1,5:2,3,9
6,1. FSV Mainz 05,M05,5,3,0,2,9:7,2,9
7,Bayer Leverkusen,B04,4,2,2,0,11:4,7,8
8,Hertha BSC,BSC,5,2,2,1,7:6,1,8
9,RB Leipzig,RBL,3,2,1,0,8:4,4,7
10,FC Augsburg,FCA,4,2,1,1,7:4,3,7
11,Hannover 96,H96,4,2,1,1,4:2,2,7
12,FC Schalke 04,S04,4,2,1,1,6:5,1,7
13,SC Freiburg,SCF,4,1,3,0,4:3,1,6
14,Hamburger SV,HSV,4,1,1,2,1:5,-4,4
15,Eintracht Frankfurt,SGE,3,1,0,2,3:4,-1,3
16,VfL Wolfsburg,WOB,4,0,3,1,3:6,-3,3
17,Werder Bremen,SVW,4,0,1,3,1:6,-5,1
18,1. FC Köln,KOE,3,0,0,3,2:6,-4,0
