#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,5,4,1,0,16:3,13,13
2,VfB Stuttgart,VFB,5,4,1,0,7:1,6,13
3,Bayer Leverkusen,B04,5,3,2,0,13:5,8,11
4,1899 Hoffenheim,TSG,6,3,2,1,9:6,3,11
4,FC Schalke 04,S04,6,3,2,1,9:6,3,11
6,Hertha BSC,BSC,6,3,2,1,9:7,2,11
7,RB Leipzig,RBL,4,3,1,0,9:4,5,10
8,Hannover 96,H96,5,3,1,1,8:4,4,10
9,1. FSV Mainz 05,M05,6,3,1,2,10:8,2,10
10,Borussia Dortmund,BVB,4,3,0,1,15:4,11,9
11,Bor. Mönchengladbach,BMG,5,3,0,2,6:7,-1,9
12,FC Augsburg,FCA,5,2,1,2,8:6,2,7
13,SC Freiburg,SCF,5,1,4,0,5:4,1,7
14,Eintracht Frankfurt,SGE,4,1,1,2,5:6,-1,4
15,VfL Wolfsburg,WOB,5,0,4,1,4:7,-3,4
16,Hamburger SV,HSV,5,1,1,3,1:6,-5,4
17,1. FC Köln,KOE,4,0,1,3,2:6,-4,1
18,Werder Bremen,SVW,5,0,1,4,1:9,-8,1
