#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,17,14,2,1,56:15,41,44
2,1899 Hoffenheim,TSG,17,11,4,2,38:16,22,37
3,FC Schalke 04,S04,17,10,5,2,27:15,12,35
4,VfB Stuttgart,VFB,17,10,4,3,18:9,9,34
5,Borussia Dortmund,BVB,17,9,4,4,40:21,19,31
6,RB Leipzig,RBL,17,9,4,4,34:26,8,31
7,Bor. Mönchengladbach,BMG,17,9,4,4,28:20,8,31
8,Bayer Leverkusen,B04,17,8,5,4,29:19,10,29
9,Eintracht Frankfurt,SGE,17,8,4,5,26:19,7,28
10,Hannover 96,H96,17,8,3,6,28:25,3,27
11,SC Freiburg,SCF,17,7,6,4,17:17,0,27
12,Werder Bremen,SVW,17,6,7,4,20:17,3,25
13,1. FSV Mainz 05,M05,17,7,3,7,22:21,1,24
14,FC Augsburg,FCA,17,6,4,7,24:24,0,22
15,Hamburger SV,HSV,17,6,4,7,17:19,-2,22
16,Hertha BSC,BSC,17,5,7,5,23:27,-4,22
17,VfL Wolfsburg,WOB,17,3,8,6,23:25,-2,17
18,1. FC Köln,KOE,17,3,5,9,20:30,-10,14
