#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,13,0,2,47:6,41,39
2,FC Schalke 04,S04,15,12,1,2,42:12,30,37
3,Borussia Dortmund,BVB,14,11,2,1,37:12,25,35
4,Bor. Mönchengladbach,BMG,15,8,6,1,26:10,16,30
5,Hannover 96,H96,14,8,6,0,27:16,11,30
6,VfL Wolfsburg,WOB,15,9,2,4,25:19,6,29
7,VfB Stuttgart,VFB,15,8,3,4,29:14,15,27
8,Werder Bremen,SVW,14,8,3,3,26:16,10,27
9,FC Augsburg,FCA,14,5,6,3,17:15,2,21
10,Bayer Leverkusen,B04,14,6,3,5,21:20,1,21
11,SC Freiburg,SCF,15,5,5,5,20:19,1,20
12,1. FSV Mainz 05,M05,14,6,2,6,23:23,0,20
13,1899 Hoffenheim,TSG,14,3,9,2,15:13,2,18
14,1. FC Nürnberg,FCN,14,5,3,6,16:19,-3,18
15,1. FC Köln,KOE,15,5,3,7,18:24,-6,18
16,Hertha BSC,BSC,14,3,3,8,14:24,-10,12
17,Hamburger SV,HSV,15,2,6,7,18:29,-11,12
18,1. FC Kaiserslautern,FCK,15,2,5,8,10:21,-11,11
