#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,4,4,0,0,11:4,7,12
2,Bor. Mönchengladbach,BMG,4,3,1,0,7:2,5,10
3,Bayern München,FCB,4,3,0,1,15:1,14,9
4,FC Schalke 04,S04,4,3,0,1,10:5,5,9
5,Hannover 96,H96,4,2,2,0,6:4,2,8
6,VfB Stuttgart,VFB,4,2,0,2,7:3,4,6
7,Borussia Dortmund,BVB,3,2,0,1,6:3,3,6
8,1899 Hoffenheim,TSG,3,2,0,1,5:3,2,6
9,VfL Wolfsburg,WOB,3,2,0,1,3:2,1,6
10,1. FC Nürnberg,FCN,3,1,1,1,3:3,0,4
10,Hertha BSC,BSC,3,1,1,1,3:3,0,4
12,1. FC Kaiserslautern,FCK,3,1,1,1,4:5,-1,4
13,1. FC Köln,KOE,4,1,1,2,4:6,-2,4
14,Bayer Leverkusen,B04,3,1,1,1,2:4,-2,4
15,SC Freiburg,SCF,3,1,0,2,5:4,1,3
16,1. FSV Mainz 05,M05,4,1,0,3,5:10,-5,3
17,FC Augsburg,FCA,4,0,2,2,3:8,-5,2
18,Hamburger SV,HSV,3,0,1,2,5:7,-2,1
