#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,12,8,2,2,35:15,20,26
2,RB Leipzig,RBL,12,7,3,2,30:13,17,24
3,Bayer Leverkusen,B04,12,7,1,4,20:17,3,22
4,Bor. Mönchengladbach,BMG,12,6,2,4,19:14,5,20
5,1899 Hoffenheim,TSG,11,5,3,3,15:11,4,18
6,Borussia Dortmund,BVB,12,5,3,4,25:22,3,18
7,VfL Wolfsburg,WOB,12,5,3,4,18:17,1,18
8,Hertha BSC,BSC,12,4,4,4,18:20,-2,16
9,SC Freiburg,SCF,13,4,4,5,18:21,-3,16
10,FC Schalke 04,S04,12,4,4,4,15:18,-3,16
11,Werder Bremen,SVW,12,3,3,6,17:27,-10,12
12,1. FSV Mainz 05,M05,12,4,0,8,19:32,-13,12
13,1. FC Union Berlin,FCU,12,3,2,7,13:22,-9,11
14,Eintracht Frankfurt,SGE,12,3,1,8,14:21,-7,10
15,1. FC Köln,KOE,12,3,1,8,17:28,-11,10
16,SC Paderborn 07,SCP,12,2,3,7,13:23,-10,9
17,Fortuna Düsseldorf,F95,12,2,3,7,13:26,-13,9
18,FC Augsburg,FCA,12,2,3,7,12:29,-17,9
