#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,9,6,2,1,25:11,14,20
2,Bayer Leverkusen,B04,9,6,0,3,15:12,3,18
3,Bayern München,FCB,9,5,2,2,22:13,9,17
4,Borussia Dortmund,BVB,10,4,3,3,20:18,2,15
5,SC Freiburg,SCF,10,4,3,3,17:15,2,15
6,FC Schalke 04,S04,8,4,2,2,15:10,5,14
7,1899 Hoffenheim,TSG,8,4,2,2,11:9,2,14
8,Bor. Mönchengladbach,BMG,9,4,1,4,10:9,1,13
9,Werder Bremen,SVW,10,3,3,4,16:22,-6,12
10,VfL Wolfsburg,WOB,9,3,2,4,9:11,-2,11
11,Hertha BSC,BSC,9,2,3,4,11:15,-4,9
12,FC Augsburg,FCA,9,2,3,4,12:20,-8,9
13,1. FSV Mainz 05,M05,9,3,0,6,15:24,-9,9
14,1. FC Köln,KOE,9,2,1,6,10:21,-11,7
15,Eintracht Frankfurt,SGE,9,2,0,7,10:16,-6,6
16,1. FC Union Berlin,FCU,9,1,2,6,9:16,-7,5
17,SC Paderborn 07,SCP,8,1,2,5,8:17,-9,5
18,Fortuna Düsseldorf,F95,9,1,2,6,10:22,-12,5
