#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,11,2,2,42:17,25,35
2,RB Leipzig,RBL,15,9,4,2,39:15,24,31
3,Bayer Leverkusen,B04,15,10,1,4,28:19,9,31
4,Borussia Dortmund,BVB,15,8,3,4,35:24,11,27
5,VfL Wolfsburg,WOB,15,8,3,4,25:19,6,27
6,Bor. Mönchengladbach,BMG,15,7,3,5,22:16,6,24
7,1899 Hoffenheim,TSG,15,6,6,3,20:15,5,24
8,Hertha BSC,BSC,15,5,5,5,23:23,0,20
9,Werder Bremen,SVW,15,5,4,6,21:29,-8,19
10,SC Freiburg,SCF,15,4,6,5,22:25,-3,18
11,FC Schalke 04,S04,15,4,5,6,17:25,-8,17
12,1. FSV Mainz 05,M05,15,5,2,8,24:35,-11,17
13,1. FC Köln,KOE,15,4,2,9,21:33,-12,14
14,Eintracht Frankfurt,SGE,15,4,1,10,18:31,-13,13
15,SC Paderborn 07,SCP,15,2,6,7,14:24,-10,12
16,FC Augsburg,FCA,15,3,3,9,15:33,-18,12
17,Fortuna Düsseldorf,F95,15,2,5,8,16:34,-18,11
18,1. FC Union Berlin,FCU,15,3,2,10,15:33,-18,11
