#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,SC Freiburg,SCF,4,3,1,0,8:2,6,10
2,FC Augsburg,FCA,4,3,0,1,6:4,2,9
3,1. FSV Mainz 05,M05,5,3,0,2,7:8,-1,9
4,Werder Bremen,SVW,4,2,2,0,8:5,3,8
5,Bayern München,FCB,4,2,1,1,14:3,11,7
6,1. FC Union Berlin,FCU,4,2,1,1,7:3,4,7
7,Eintracht Frankfurt,SGE,3,2,1,0,8:5,3,7
8,1. FC Köln,KOE,4,1,3,0,8:6,2,6
9,Borussia Dortmund,BVB,4,2,0,2,6:7,-1,6
10,1899 Hoffenheim,TSG,4,1,1,2,5:5,0,4
11,Hertha BSC,BSC,4,1,1,2,4:5,-1,4
12,Bayer Leverkusen,B04,4,1,1,2,5:7,-2,4
13,VfB Stuttgart,VFB,4,0,3,1,6:7,-1,3
14,Bor. Mönchengladbach,BMG,4,0,3,1,4:8,-4,3
15,VfL Wolfsburg,WOB,4,1,0,3,1:6,-5,3
16,FC Schalke 04,S04,4,0,2,2,2:5,-3,2
17,RB Leipzig,RBL,4,0,1,3,2:10,-8,1
18,VfL Bochum,BOC,4,0,0,4,3:11,-8,0
