#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,SC Freiburg,SCF,7,4,2,1,12:9,3,14
2,1. FSV Mainz 05,M05,7,4,0,3,11:14,-3,12
3,Bayern München,FCB,6,3,2,1,18:5,13,11
4,Werder Bremen,SVW,6,3,2,1,10:8,2,11
5,1. FC Union Berlin,FCU,6,3,1,2,9:5,4,10
6,Eintracht Frankfurt,SGE,5,3,1,1,11:9,2,10
7,FC Augsburg,FCA,6,3,0,3,9:9,0,9
8,Borussia Dortmund,BVB,6,3,0,3,8:10,-2,9
9,1899 Hoffenheim,TSG,6,2,2,2,9:6,3,8
10,1. FC Köln,KOE,6,1,3,2,10:16,-6,6
11,VfL Wolfsburg,WOB,6,1,2,3,4:9,-5,5
12,Hertha BSC,BSC,6,1,1,4,6:9,-3,4
13,Bor. Mönchengladbach,BMG,6,0,4,2,7:12,-5,4
14,Bayer Leverkusen,B04,6,1,1,4,6:14,-8,4
15,VfB Stuttgart,VFB,5,0,3,2,6:12,-6,3
16,RB Leipzig,RBL,6,0,3,3,6:14,-8,3
17,FC Schalke 04,S04,6,0,2,4,3:11,-8,2
18,VfL Bochum,BOC,6,0,0,6,4:19,-15,0
