#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,SC Freiburg,SCF,3,3,0,0,8:2,6,9
2,1. FSV Mainz 05,M05,3,3,0,0,5:2,3,9
3,Bayern München,FCB,3,2,1,0,14:2,12,7
4,Werder Bremen,SVW,3,2,1,0,7:4,3,7
5,Borussia Dortmund,BVB,2,2,0,0,4:1,3,6
6,1. FC Köln,KOE,3,1,2,0,7:5,2,5
7,1. FC Union Berlin,FCU,2,1,1,0,6:1,5,4
8,Eintracht Frankfurt,SGE,2,1,1,0,5:4,1,4
9,Bayer Leverkusen,B04,2,1,0,1,3:1,2,3
10,1899 Hoffenheim,TSG,3,1,0,2,4:4,0,3
11,FC Augsburg,FCA,2,1,0,1,2:2,0,3
12,Hertha BSC,BSC,3,1,0,2,3:4,-1,3
13,Bor. Mönchengladbach,BMG,2,0,2,0,3:3,0,2
14,VfB Stuttgart,VFB,2,0,2,0,2:2,0,2
15,FC Schalke 04,S04,3,0,2,1,2:4,-2,2
16,RB Leipzig,RBL,3,0,1,2,2:7,-5,1
17,VfL Bochum,BOC,2,0,0,2,2:4,-2,0
18,VfL Wolfsburg,WOB,2,0,0,2,0:4,-4,0
