#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bor. Mönchengladbach,BMG,4,4,0,0,7:1,6,12
2,Hertha BSC,BSC,4,3,1,0,10:3,7,10
3,Bayern München,FCB,4,3,1,0,8:3,5,10
4,FC Schalke 04,S04,4,3,1,0,7:2,5,10
5,Werder Bremen,SVW,4,3,0,1,10:5,5,9
6,Arminia Bielefeld,DSC,4,3,0,1,8:5,3,9
7,Bayer Leverkusen,B04,4,2,1,1,8:4,4,7
8,Eintracht Frankfurt,SGE,4,1,3,0,7:5,2,6
9,Alemannia Aachen,AAC,4,2,0,2,7:6,1,6
10,Borussia Dortmund,BVB,4,1,3,0,5:4,1,6
11,1. FC Nürnberg,FCN,4,1,3,0,4:3,1,6
12,Energie Cottbus,FCE,4,1,2,1,7:6,1,5
13,VfL Wolfsburg,WOB,4,1,2,1,3:3,0,5
14,1. FSV Mainz 05,M05,4,1,2,1,5:6,-1,5
15,VfB Stuttgart,VFB,4,1,1,2,5:7,-2,4
16,Hamburger SV,HSV,4,0,3,1,4:5,-1,3
17,VfL Bochum,BOC,4,1,0,3,3:10,-7,3
18,Hannover 96,H96,4,0,2,2,4:9,-5,2
