#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,10,4,1,23:10,13,34
2,FC Schalke 04,S04,14,10,2,2,25:10,15,32
3,Werder Bremen,SVW,15,10,1,4,29:15,14,31
4,1. FC Nürnberg,FCN,15,8,6,1,25:13,12,30
5,VfB Stuttgart,VFB,14,9,3,2,24:12,12,30
6,Hertha BSC,BSC,14,8,3,3,26:17,9,27
7,VfL Wolfsburg,WOB,14,6,6,2,20:15,5,24
8,Arminia Bielefeld,DSC,15,6,4,5,23:21,2,22
9,Bayer Leverkusen,B04,14,6,3,5,23:20,3,21
10,Bor. Mönchengladbach,BMG,14,5,5,4,14:12,2,20
11,Energie Cottbus,FCE,15,5,5,5,19:18,1,20
12,VfL Bochum,BOC,15,6,1,8,19:26,-7,19
13,1. FSV Mainz 05,M05,15,5,4,6,16:26,-10,19
14,Borussia Dortmund,BVB,15,4,6,5,15:17,-2,18
15,Alemannia Aachen,AAC,15,5,3,7,26:31,-5,18
16,Hamburger SV,HSV,14,3,8,3,16:14,2,17
17,Eintracht Frankfurt,SGE,14,4,5,5,16:25,-9,17
18,Hannover 96,H96,14,3,6,5,20:21,-1,15
