#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,17,11,3,3,47:22,25,36
2,FC Schalke 04,S04,17,11,3,3,29:17,12,36
3,Bayern München,FCB,17,10,3,4,30:19,11,33
4,VfB Stuttgart,VFB,17,9,5,3,28:19,9,32
5,Hertha BSC,BSC,17,7,6,4,28:24,4,27
6,Bayer Leverkusen,B04,17,7,4,6,28:24,4,25
7,1. FC Nürnberg,FCN,17,4,11,2,21:16,5,23
8,Arminia Bielefeld,DSC,17,5,7,5,23:19,4,22
9,Borussia Dortmund,BVB,17,5,7,5,21:21,0,22
10,Eintracht Frankfurt,SGE,17,4,8,5,22:28,-6,20
11,Hannover 96,H96,17,5,5,7,16:26,-10,20
12,VfL Wolfsburg,WOB,17,4,7,6,12:16,-4,19
13,Alemannia Aachen,AAC,17,5,4,8,28:33,-5,19
14,VfL Bochum,BOC,17,5,3,9,22:30,-8,18
15,Energie Cottbus,FCE,17,4,5,8,18:24,-6,17
16,Bor. Mönchengladbach,BMG,17,4,3,10,13:23,-10,15
17,Hamburger SV,HSV,17,1,10,6,16:22,-6,13
18,1. FSV Mainz 05,M05,17,1,8,8,11:30,-19,11
