#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,6,5,0,1,10:3,7,15
2,Bayer Leverkusen,B04,6,4,2,0,15:7,8,14
3,Bayern München,FCB,6,4,1,1,13:3,10,13
4,1. FC Kaiserslautern,FCK,5,3,0,2,10:8,2,9
5,Hertha BSC,BSC,6,2,2,2,7:10,-3,8
6,Bor. Mönchengladbach,BMG,5,2,1,2,9:8,1,7
7,FC Hansa Rostock,ROS,6,2,1,3,6:9,-3,7
8,VfB Stuttgart,VFB,5,2,0,3,7:12,-5,6
9,Hamburger SV,HSV,5,1,2,2,3:4,-1,5
10,SC Freiburg,SCF,6,1,2,3,6:10,-4,5
11,FC Schalke 04,S04,6,1,2,3,2:8,-6,5
12,TSV 1860 München,M60,5,1,1,3,6:8,-2,4
12,Werder Bremen,SVW,5,1,1,3,6:8,-2,4
14,VfL Wolfsburg,WOB,6,1,1,4,9:12,-3,4
15,Energie Cottbus,FCE,5,1,1,3,5:11,-6,4
16,FC St. Pauli,STP,6,0,3,3,6:12,-6,3
17,1. FC Nürnberg,FCN,5,1,0,4,2:8,-6,3
18,1. FC Köln,KOE,5,0,2,3,2:9,-7,2
