#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,13,7,4,2,20:13,7,25
2,TSV 1860 München,M60,12,6,1,5,21:15,6,19
3,Bayern München,FCB,13,6,1,6,20:14,6,19
4,Bayer Leverkusen,B04,13,5,4,4,24:21,3,19
5,1. FC Kaiserslautern,FCK,12,6,0,6,17:19,-2,18
6,FC Schalke 04,S04,13,4,4,5,11:15,-4,16
7,Werder Bremen,SVW,12,4,2,6,16:15,1,14
8,Hertha BSC,BSC,12,3,5,4,13:16,-3,14
9,VfB Stuttgart,VFB,12,3,4,5,12:19,-7,13
10,Bor. Mönchengladbach,BMG,13,2,5,6,14:25,-11,11
11,FC Hansa Rostock,ROS,12,3,1,8,8:20,-12,10
12,VfL Wolfsburg,WOB,13,2,3,8,18:26,-8,9
13,Hamburger SV,HSV,12,2,3,7,8:19,-11,9
14,1. FC Nürnberg,FCN,12,2,1,9,9:26,-17,7
15,SC Freiburg,SCF,13,1,4,8,10:28,-18,7
16,FC St. Pauli,STP,13,0,6,7,13:29,-16,6
17,Energie Cottbus,FCE,13,1,3,9,9:30,-21,6
18,1. FC Köln,KOE,12,1,3,8,5:26,-21,6
