#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,5,4,0,1,8:3,5,12
2,Bayer Leverkusen,B04,5,3,2,0,11:6,5,11
3,Bayern München,FCB,5,3,1,1,11:3,8,10
4,1. FC Kaiserslautern,FCK,4,3,0,1,9:4,5,9
5,VfB Stuttgart,VFB,4,2,0,2,6:8,-2,6
6,Hertha BSC,BSC,5,1,2,2,4:9,-5,5
7,Bor. Mönchengladbach,BMG,4,1,1,2,7:7,0,4
8,Werder Bremen,SVW,4,1,1,2,5:5,0,4
9,TSV 1860 München,M60,4,1,1,2,6:7,-1,4
10,VfL Wolfsburg,WOB,5,1,1,3,9:11,-2,4
11,Energie Cottbus,FCE,4,1,1,2,5:7,-2,4
12,FC Hansa Rostock,ROS,5,1,1,3,5:9,-4,4
13,FC Schalke 04,S04,5,1,1,3,2:8,-6,4
14,FC St. Pauli,STP,5,0,3,2,6:10,-4,3
15,1. FC Nürnberg,FCN,5,1,0,4,2:8,-6,3
16,Hamburger SV,HSV,4,0,2,2,2:4,-2,2
17,1. FC Köln,KOE,4,0,2,2,2:6,-4,2
18,SC Freiburg,SCF,4,0,1,3,2:8,-6,1
