#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfL Wolfsburg,WOB,5,4,1,0,14:4,10,13
2,1899 Hoffenheim,TSG,5,4,1,0,10:2,8,13
3,Hamburger SV,HSV,5,4,1,0,9:4,5,13
4,VfB Stuttgart,VFB,5,4,0,1,11:4,7,12
5,FC Schalke 04,S04,5,3,2,0,7:2,5,11
6,Bayer Leverkusen,B04,5,3,0,2,13:6,7,9
7,Hertha BSC,BSC,5,2,2,1,8:5,3,8
8,Bayern München,FCB,5,2,2,1,15:13,2,8
9,Werder Bremen,SVW,5,2,2,1,12:10,2,8
10,Hannover 96,H96,5,2,2,1,9:7,2,8
11,Borussia Dortmund,BVB,5,1,4,0,9:6,3,7
12,1. FC Köln,KOE,5,2,1,2,3:5,-2,7
13,Bor. Mönchengladbach,BMG,5,2,0,3,6:8,-2,6
14,Karlsruher SC,KSC,5,2,0,3,3:7,-4,6
15,VfL Bochum,BOC,5,1,2,2,9:10,-1,5
16,Arminia Bielefeld,DSC,5,1,2,2,8:9,-1,5
17,Eintracht Frankfurt,SGE,5,1,1,3,4:8,-4,4
18,Energie Cottbus,FCE,5,0,1,4,4:10,-6,1
