#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,2,2,0,0,4:0,4,6
2,Hamburger SV,HSV,2,2,0,0,5:3,2,6
3,Hannover 96,H96,2,1,1,0,5:1,4,4
4,Bayern München,FCB,2,1,1,0,6:3,3,4
5,Werder Bremen,SVW,2,1,1,0,4:1,3,4
6,VfL Bochum,BOC,2,1,1,0,4:2,2,4
7,VfL Wolfsburg,WOB,2,1,1,0,4:3,1,4
8,1899 Hoffenheim,TSG,2,1,1,0,1:0,1,4
9,Bayer Leverkusen,B04,2,1,0,1,7:5,2,3
10,VfB Stuttgart,VFB,2,1,0,1,2:2,0,3
11,Bor. Mönchengladbach,BMG,2,1,0,1,4:5,-1,3
12,Eintracht Frankfurt,SGE,2,1,0,1,2:3,-1,3
13,Karlsruher SC,KSC,2,1,0,1,1:2,-1,3
14,Borussia Dortmund,BVB,2,0,2,0,4:4,0,2
15,Hertha BSC,BSC,2,0,2,0,3:3,0,2
16,Arminia Bielefeld,DSC,2,0,1,1,4:6,-2,1
17,1. FC Köln,KOE,2,0,1,1,1:4,-3,1
18,Energie Cottbus,FCE,2,0,0,2,0:4,-4,0
