#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1899 Hoffenheim,TSG,6,5,1,0,14:3,11,16
2,VfL Wolfsburg,WOB,5,4,1,0,14:4,10,13
3,Hamburger SV,HSV,5,4,1,0,9:4,5,13
4,Bayer Leverkusen,B04,6,4,0,2,15:6,9,12
5,VfB Stuttgart,VFB,6,4,0,2,12:7,5,12
6,Werder Bremen,SVW,6,3,2,1,17:11,6,11
7,Hannover 96,H96,6,3,2,1,12:7,5,11
8,FC Schalke 04,S04,5,3,2,0,7:2,5,11
9,Bayern München,FCB,6,3,2,1,18:14,4,11
10,Borussia Dortmund,BVB,6,1,5,0,10:7,3,8
11,Hertha BSC,BSC,5,2,2,1,8:5,3,8
12,1. FC Köln,KOE,5,2,1,2,3:5,-2,7
13,Bor. Mönchengladbach,BMG,6,2,0,4,7:10,-3,6
14,Karlsruher SC,KSC,5,2,0,3,3:7,-4,6
15,VfL Bochum,BOC,5,1,2,2,9:10,-1,5
16,Arminia Bielefeld,DSC,5,1,2,2,8:9,-1,5
17,Eintracht Frankfurt,SGE,5,1,1,3,4:8,-4,4
18,Energie Cottbus,FCE,6,0,1,5,4:12,-8,1
