#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1899 Hoffenheim,TSG,10,8,2,0,23:6,17,26
2,Hamburger SV,HSV,9,8,1,0,15:6,9,25
3,Hertha BSC,BSC,10,7,2,1,19:8,11,23
4,VfL Wolfsburg,WOB,8,7,1,0,23:6,17,22
5,Werder Bremen,SVW,10,6,2,2,28:15,13,20
6,VfB Stuttgart,VFB,10,6,2,2,18:9,9,20
7,Hannover 96,H96,10,5,4,1,18:11,7,19
8,Bayern München,FCB,8,5,2,1,24:16,8,17
9,FC Schalke 04,S04,8,5,2,1,12:5,7,17
10,Bayer Leverkusen,B04,9,5,1,3,18:10,8,16
11,Borussia Dortmund,BVB,10,3,7,0,17:9,8,16
12,Eintracht Frankfurt,SGE,8,3,2,3,14:10,4,11
13,1. FC Köln,KOE,9,3,2,4,8:12,-4,11
14,VfL Bochum,BOC,10,2,4,4,15:16,-1,10
15,Karlsruher SC,KSC,8,3,1,4,7:11,-4,10
16,Arminia Bielefeld,DSC,8,2,3,3,10:12,-2,9
17,Bor. Mönchengladbach,BMG,9,2,1,6,11:18,-7,7
18,Energie Cottbus,FCE,8,1,1,6,5:15,-10,4
