#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfL Wolfsburg,WOB,16,15,1,0,46:12,34,46
2,Hamburger SV,HSV,16,13,2,1,27:12,15,41
3,Hertha BSC,BSC,16,12,2,2,29:14,15,38
4,VfB Stuttgart,VFB,16,11,3,2,32:14,18,36
5,Bayern München,FCB,16,11,2,3,43:22,21,35
6,Werder Bremen,SVW,16,10,4,2,42:19,23,34
7,1899 Hoffenheim,TSG,16,9,4,3,28:16,12,31
8,Hannover 96,H96,16,8,7,1,31:20,11,31
9,Borussia Dortmund,BVB,16,7,9,0,28:11,17,30
10,FC Schalke 04,S04,16,9,3,4,24:12,12,30
11,Bayer Leverkusen,B04,16,5,5,6,26:22,4,20
12,Eintracht Frankfurt,SGE,16,5,4,7,24:26,-2,19
13,Bor. Mönchengladbach,BMG,16,5,3,8,22:26,-4,18
14,VfL Bochum,BOC,16,4,4,8,21:28,-7,16
15,Karlsruher SC,KSC,16,4,4,8,14:22,-8,16
16,Energie Cottbus,FCE,16,5,1,10,16:27,-11,16
17,1. FC Köln,KOE,16,4,4,8,13:24,-11,16
18,Arminia Bielefeld,DSC,16,2,7,7,14:24,-10,13
