#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,17,9,4,4,37:19,18,31
2,Bayern München,FCB,17,8,6,3,33:18,15,30
3,FC Schalke 04,S04,17,8,6,3,24:16,8,30
4,VfL Wolfsburg,WOB,17,7,6,4,25:19,6,27
5,VfB Stuttgart,VFB,17,7,5,5,23:20,3,26
6,1. FC Köln,KOE,17,6,5,6,15:13,2,23
7,Borussia Dortmund,BVB,17,6,5,6,25:28,-3,23
8,Hamburger SV,HSV,17,5,7,5,31:29,2,22
9,Bayer Leverkusen,B04,17,4,9,4,28:24,4,21
10,1899 Hoffenheim,TSG,17,6,3,8,18:22,-4,21
11,Eintracht Frankfurt,SGE,17,5,5,7,22:28,-6,20
12,SC Freiburg,SCF,17,4,4,9,21:33,-12,16
13,VfL Bochum,BOC,17,4,4,9,15:29,-14,16
14,Hertha BSC,BSC,17,4,3,10,24:30,-6,15
15,1. FSV Mainz 05,M05,17,3,5,9,14:28,-14,14
16,Hannover 96,H96,17,4,2,11,16:34,-18,14
17,1. FC Nürnberg,FCN,17,3,3,11,14:35,-21,12
18,Bor. Mönchengladbach,BMG,17,2,4,11,18:38,-20,10
