#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,10,6,2,2,23:10,13,20
2,Werder Bremen,SVW,12,5,4,3,27:14,13,19
3,Bayer Leverkusen,B04,11,4,7,0,20:10,10,19
4,FC Schalke 04,S04,10,5,4,1,12:7,5,19
5,Hamburger SV,HSV,11,4,6,1,25:16,9,18
6,1. FC Köln,KOE,11,4,4,3,9:9,0,16
7,Borussia Dortmund,BVB,11,4,4,3,16:19,-3,16
8,Eintracht Frankfurt,SGE,10,4,3,3,14:15,-1,15
9,VfL Wolfsburg,WOB,11,3,5,3,15:17,-2,14
10,VfL Bochum,BOC,11,4,2,5,10:16,-6,14
11,1899 Hoffenheim,TSG,12,4,1,7,13:16,-3,13
12,SC Freiburg,SCF,12,4,1,7,16:23,-7,13
13,VfB Stuttgart,VFB,10,3,3,4,9:13,-4,12
14,Bor. Mönchengladbach,BMG,11,2,2,7,12:21,-9,8
15,1. FC Nürnberg,FCN,12,2,2,8,9:24,-15,8
16,Hannover 96,H96,10,2,1,7,10:17,-7,7
17,1. FSV Mainz 05,M05,12,1,4,7,10:23,-13,7
18,Hertha BSC,BSC,11,1,1,9,10:25,-15,4
