#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,17,13,2,2,48:13,35,41
2,Borussia Dortmund,BVB,17,12,4,1,35:8,27,40
3,Hannover 96,H96,17,12,1,4,32:17,15,37
4,1. FC Köln,KOE,17,11,2,4,30:21,9,35
5,Bayer Leverkusen,B04,17,9,5,3,33:24,9,32
6,1. FC Nürnberg,FCN,17,9,2,6,28:19,9,29
7,1899 Hoffenheim,TSG,17,7,5,5,28:21,7,26
8,1. FSV Mainz 05,M05,17,8,2,7,22:16,6,26
9,Hamburger SV,HSV,17,7,5,5,29:24,5,26
10,SC Freiburg,SCF,17,8,2,7,24:24,0,26
11,1. FC Kaiserslautern,FCK,17,6,6,5,25:19,6,24
12,FC Schalke 04,S04,17,7,3,7,24:18,6,24
13,Werder Bremen,SVW,17,6,6,5,26:23,3,24
14,VfB Stuttgart,VFB,17,7,2,8,33:27,6,23
15,VfL Wolfsburg,WOB,17,5,6,6,27:26,1,21
16,Eintracht Frankfurt,SGE,17,5,4,8,13:24,-11,19
17,Bor. Mönchengladbach,BMG,17,5,3,9,26:31,-5,18
18,FC St. Pauli,STP,17,4,3,10,21:35,-14,15
