#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1899 Hoffenheim,TSG,2,2,0,0,6:1,5,6
2,1. FSV Mainz 05,M05,2,2,0,0,4:1,3,6
3,Bayern München,FCB,3,1,2,0,2:1,1,5
4,1. FC Kaiserslautern,FCK,2,1,1,0,4:2,2,4
5,Hannover 96,H96,2,1,1,0,4:3,1,4
6,Hamburger SV,HSV,2,1,1,0,3:2,1,4
7,VfB Stuttgart,VFB,2,1,0,1,8:3,5,3
8,VfL Wolfsburg,WOB,2,1,0,1,5:4,1,3
9,Werder Bremen,SVW,2,1,0,1,4:4,0,3
10,Borussia Dortmund,BVB,2,1,0,1,2:2,0,3
11,SC Freiburg,SCF,2,1,0,1,3:4,-1,3
12,1. FC Köln,KOE,2,1,0,1,2:3,-1,3
13,FC St. Pauli,STP,2,0,1,1,1:2,-1,1
14,Bayer Leverkusen,B04,2,0,1,1,3:6,-3,1
15,Bor. Mönchengladbach,BMG,2,0,1,1,1:5,-4,1
16,1. FC Nürnberg,FCN,1,0,0,1,1:2,-1,0
17,FC Schalke 04,S04,2,0,0,2,2:5,-3,0
18,Eintracht Frankfurt,SGE,2,0,0,2,1:4,-3,0
