#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hannover 96,H96,14,10,1,3,27:15,12,31
2,Bayern München,FCB,13,9,2,2,36:10,26,29
3,Borussia Dortmund,BVB,13,8,4,1,23:6,17,28
4,1. FC Nürnberg,FCN,14,9,0,5,26:16,10,27
5,1. FC Köln,KOE,13,8,2,3,24:17,7,26
6,Bayer Leverkusen,B04,14,7,4,3,28:21,7,25
7,Hamburger SV,HSV,13,7,2,4,27:20,7,23
8,SC Freiburg,SCF,14,7,2,5,20:18,2,23
9,1899 Hoffenheim,TSG,13,6,4,3,25:16,9,22
10,FC Schalke 04,S04,14,6,3,5,22:14,8,21
11,Werder Bremen,SVW,13,5,4,4,22:20,2,19
12,1. FC Kaiserslautern,FCK,13,4,6,3,20:14,6,18
13,VfB Stuttgart,VFB,14,5,2,7,26:22,4,17
14,Eintracht Frankfurt,SGE,14,5,2,7,11:20,-9,17
15,1. FSV Mainz 05,M05,13,5,1,7,15:14,1,16
16,VfL Wolfsburg,WOB,13,4,4,5,19:20,-1,16
17,FC St. Pauli,STP,14,4,3,7,19:22,-3,15
18,Bor. Mönchengladbach,BMG,14,2,3,9,18:30,-12,9
