#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,7,5,2,0,19:3,16,17
2,Bayer Leverkusen,B04,7,5,0,2,9:5,4,15
3,Borussia Dortmund,BVB,8,4,2,2,16:10,6,14
4,FC Schalke 04,S04,8,3,2,3,14:16,-2,11
5,Eintracht Frankfurt,SGE,9,3,2,4,10:15,-5,11
6,1899 Hoffenheim,TSG,7,3,1,3,16:15,1,10
7,VfL Wolfsburg,WOB,8,3,1,4,9:11,-2,10
8,VfB Stuttgart,VFB,9,3,1,5,16:21,-5,10
9,Hertha BSC,BSC,7,2,3,2,11:11,0,9
10,Hamburger SV,HSV,9,2,3,4,20:21,-1,9
11,Bor. Mönchengladbach,BMG,8,2,2,4,10:12,-2,8
12,Werder Bremen,SVW,9,2,2,5,12:19,-7,8
13,SC Freiburg,SCF,9,2,2,5,9:16,-7,8
14,1. FSV Mainz 05,M05,7,2,1,4,10:17,-7,7
15,FC Augsburg,FCA,8,2,1,5,5:12,-7,7
16,1. FC Nürnberg,FCN,9,0,6,3,12:19,-7,6
17,Eintracht Braunschweig,BNS,8,1,1,6,5:18,-13,4
18,Hannover 96,H96,7,0,0,7,5:18,-13,0
