#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,2,2,0,0,6:1,5,6
2,Bayern München,FCB,2,1,1,0,2:1,1,4
3,1899 Hoffenheim,TSG,2,1,0,1,7:7,0,3
4,FC Augsburg,FCA,2,1,0,1,1:1,0,3
5,Bayer Leverkusen,B04,2,1,0,1,1:2,-1,3
6,1. FSV Mainz 05,M05,2,1,0,1,3:5,-2,3
7,Eintracht Frankfurt,SGE,2,1,0,1,3:6,-3,3
8,Werder Bremen,SVW,3,1,0,2,2:5,-3,3
9,Hamburger SV,HSV,2,0,1,1,3:4,-1,1
10,SC Freiburg,SCF,2,0,1,1,4:6,-2,1
11,1. FC Nürnberg,FCN,2,0,1,1,2:4,-2,1
11,Hertha BSC,BSC,2,0,1,1,2:4,-2,1
13,VfB Stuttgart,VFB,2,0,0,2,3:5,-2,0
14,Hannover 96,H96,1,0,0,1,0:3,-3,0
15,Bor. Mönchengladbach,BMG,2,0,0,2,3:7,-4,0
16,VfL Wolfsburg,WOB,2,0,0,2,0:4,-4,0
17,Eintracht Braunschweig,BNS,2,0,0,2,1:6,-5,0
17,FC Schalke 04,S04,2,0,0,2,1:6,-5,0
