#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,7,5,2,0,19:3,16,17
2,Bayer Leverkusen,B04,7,5,0,2,9:5,4,15
3,Borussia Dortmund,BVB,7,4,1,2,14:8,6,13
4,FC Schalke 04,S04,8,3,2,3,14:16,-2,11
5,1899 Hoffenheim,TSG,7,3,1,3,16:15,1,10
6,VfL Wolfsburg,WOB,8,3,1,4,9:11,-2,10
7,VfB Stuttgart,VFB,8,3,1,4,15:18,-3,10
8,Hamburger SV,HSV,8,2,3,3,19:18,1,9
9,Hertha BSC,BSC,7,2,3,2,11:11,0,9
10,SC Freiburg,SCF,8,2,2,4,9:14,-5,8
11,Werder Bremen,SVW,8,2,2,4,10:16,-6,8
12,Eintracht Frankfurt,SGE,8,2,2,4,9:15,-6,8
13,Bor. Mönchengladbach,BMG,7,2,1,4,10:12,-2,7
14,1. FSV Mainz 05,M05,7,2,1,4,10:17,-7,7
15,FC Augsburg,FCA,8,2,1,5,5:12,-7,7
16,1. FC Nürnberg,FCN,8,0,5,3,9:16,-7,5
17,Eintracht Braunschweig,BNS,7,1,1,5,4:14,-10,4
18,Hannover 96,H96,7,0,0,7,5:18,-13,0
