#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,5,3,1,1,10:5,5,10
2,Bayer Leverkusen,B04,4,3,0,1,7:4,3,9
3,Bayern München,FCB,4,2,2,0,7:2,5,8
4,Hamburger SV,HSV,6,2,2,2,15:12,3,8
5,Eintracht Frankfurt,SGE,6,2,2,2,9:12,-3,8
6,VfB Stuttgart,VFB,5,2,1,2,11:8,3,7
7,1899 Hoffenheim,TSG,5,2,1,2,14:12,2,7
8,FC Schalke 04,S04,5,2,1,2,8:11,-3,7
9,Werder Bremen,SVW,6,2,1,3,5:9,-4,7
10,1. FC Nürnberg,FCN,6,0,5,1,8:10,-2,5
11,Hertha BSC,BSC,5,0,3,2,6:9,-3,3
12,FC Augsburg,FCA,5,1,0,4,4:9,-5,3
13,VfL Wolfsburg,WOB,5,1,0,4,3:9,-6,3
14,1. FSV Mainz 05,M05,4,1,0,3,5:12,-7,3
15,Eintracht Braunschweig,BNS,5,1,0,4,4:12,-8,3
16,SC Freiburg,SCF,5,0,2,3,5:13,-8,2
17,Bor. Mönchengladbach,BMG,5,0,1,4,6:12,-6,1
18,Hannover 96,H96,4,0,0,4,0:8,-8,0
