#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,9,7,2,0,23:4,19,23
2,Bayer Leverkusen,B04,9,5,0,4,11:9,2,15
3,FC Schalke 04,S04,10,4,3,3,17:16,1,15
4,Borussia Dortmund,BVB,8,4,2,2,16:10,6,14
5,1. FSV Mainz 05,M05,9,4,1,4,15:20,-5,13
6,Hertha BSC,BSC,9,3,3,3,13:13,0,12
7,VfL Wolfsburg,WOB,9,3,2,4,11:13,-2,11
8,Eintracht Frankfurt,SGE,9,3,2,4,10:15,-5,11
9,1899 Hoffenheim,TSG,9,3,1,5,16:20,-4,10
10,VfB Stuttgart,VFB,9,3,1,5,16:21,-5,10
11,Hamburger SV,HSV,9,2,3,4,20:21,-1,9
12,FC Augsburg,FCA,10,2,3,5,8:15,-7,9
13,Bor. Mönchengladbach,BMG,8,2,2,4,10:12,-2,8
14,Werder Bremen,SVW,9,2,2,5,12:19,-7,8
15,SC Freiburg,SCF,9,2,2,5,9:16,-7,8
16,1. FC Nürnberg,FCN,9,0,6,3,12:19,-7,6
17,Eintracht Braunschweig,BNS,9,1,2,6,5:18,-13,5
18,Hannover 96,H96,9,1,0,8,9:21,-12,3
