#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bor. Mönchengladbach,BMG,8,6,1,1,21:11,10,19
2,Borussia Dortmund,BVB,7,5,2,0,23:6,17,17
3,Bayern München,FCB,8,5,1,2,26:9,17,16
4,Eintracht Frankfurt,SGE,8,4,3,1,17:10,7,15
5,1. FC Union Berlin,FCU,8,5,0,3,12:9,3,15
5,FC Schalke 04,S04,8,4,3,1,12:9,3,15
7,RB Leipzig,RBL,7,4,2,1,20:8,12,14
8,SC Freiburg,SCF,7,4,2,1,11:6,5,14
9,Bayer Leverkusen,B04,8,3,4,1,12:9,3,13
10,VfL Wolfsburg,WOB,8,3,3,2,9:9,0,12
11,FC Augsburg,FCA,7,3,2,2,13:11,2,11
12,1899 Hoffenheim,TSG,8,3,1,4,12:18,-6,10
13,Hertha BSC,BSC,7,3,0,4,11:14,-3,9
14,1. FSV Mainz 05,M05,7,3,0,4,10:14,-4,9
15,1. FC Köln,KOE,7,2,1,4,8:11,-3,7
16,Fortuna Düsseldorf,F95,7,2,1,4,6:13,-7,7
17,Werder Bremen,SVW,7,1,2,4,8:14,-6,5
18,SC Paderborn 07,SCP,8,1,1,6,10:18,-8,4
