#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bor. Mönchengladbach,BMG,10,8,1,1,26:12,14,25
2,Bayern München,FCB,10,7,1,2,33:9,24,22
3,Borussia Dortmund,BVB,9,6,3,0,31:10,21,21
4,RB Leipzig,RBL,9,6,2,1,26:10,16,20
5,FC Schalke 04,S04,10,5,4,1,16:11,5,19
6,Eintracht Frankfurt,SGE,10,5,3,2,21:14,7,18
7,1. FC Union Berlin,FCU,10,6,0,4,14:11,3,18
8,Bayer Leverkusen,B04,10,4,4,2,15:10,5,16
9,FC Augsburg,FCA,9,4,2,3,19:16,3,14
10,SC Freiburg,SCF,9,4,2,3,12:11,1,14
11,1. FC Köln,KOE,9,4,1,4,12:12,0,13
12,VfL Wolfsburg,WOB,10,3,4,3,11:12,-1,13
13,1899 Hoffenheim,TSG,10,4,1,5,15:21,-6,13
14,Hertha BSC,BSC,9,3,1,5,11:18,-7,10
15,Fortuna Düsseldorf,F95,9,3,1,5,8:15,-7,10
16,1. FSV Mainz 05,M05,9,3,0,6,11:17,-6,9
17,SC Paderborn 07,SCP,10,2,1,7,13:23,-10,7
18,Werder Bremen,SVW,9,1,2,6,8:22,-14,5
