#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,12,2,2,36:14,22,38
2,Borussia Dortmund,BVB,16,8,6,2,24:13,11,30
3,Werder Bremen,SVW,16,9,3,4,32:27,5,30
4,FC Schalke 04,S04,16,7,6,3,21:14,7,27
5,VfB Stuttgart,VFB,16,6,6,4,25:21,4,24
6,TSV 1860 München,M60,16,7,3,6,24:23,1,24
7,Hamburger SV,HSV,16,7,3,6,21:23,-2,24
8,Hertha BSC,BSC,16,6,5,5,18:17,1,23
9,VfL Wolfsburg,WOB,16,7,2,7,19:20,-1,23
10,VfL Bochum,BOC,16,6,4,6,30:27,3,22
11,Arminia Bielefeld,DSC,16,6,3,7,21:24,-3,21
12,Bayer Leverkusen,B04,16,5,5,6,24:25,-1,20
13,Bor. Mönchengladbach,BMG,16,5,4,7,20:17,3,19
14,FC Hansa Rostock,ROS,16,5,4,7,20:20,0,19
15,1. FC Nürnberg,FCN,16,5,3,8,21:27,-6,18
16,Hannover 96,H96,16,4,3,9,22:33,-11,15
17,1. FC Kaiserslautern,FCK,16,2,4,10,15:27,-12,10
18,Energie Cottbus,FCE,16,2,4,10,13:34,-21,10
