#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,7,5,1,1,18:7,11,16
2,Werder Bremen,SVW,7,5,0,2,14:11,3,15
3,Borussia Dortmund,BVB,7,3,4,0,9:5,4,13
4,FC Hansa Rostock,ROS,7,4,0,3,11:6,5,12
5,FC Schalke 04,S04,7,3,3,1,9:6,3,12
6,VfL Bochum,BOC,7,3,2,2,15:10,5,11
7,TSV 1860 München,M60,7,3,2,2,10:8,2,11
8,VfL Wolfsburg,WOB,7,3,1,3,6:7,-1,10
9,Arminia Bielefeld,DSC,7,3,1,3,9:12,-3,10
10,Hertha BSC,BSC,7,2,3,2,7:6,1,9
11,1. FC Nürnberg,FCN,7,3,0,4,9:12,-3,9
11,Hamburger SV,HSV,7,3,0,4,9:12,-3,9
13,Bor. Mönchengladbach,BMG,7,2,2,3,7:6,1,8
14,Bayer Leverkusen,B04,7,2,2,3,12:14,-2,8
15,VfB Stuttgart,VFB,7,1,4,2,10:10,0,7
16,Hannover 96,H96,7,2,1,4,11:15,-4,7
17,Energie Cottbus,FCE,7,1,1,5,5:16,-11,4
18,1. FC Kaiserslautern,FCK,7,0,3,4,3:11,-8,3
