#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,33,23,6,4,70:24,46,75
2,Borussia Dortmund,BVB,33,15,12,6,50:26,24,57
3,VfB Stuttgart,VFB,33,16,8,9,51:39,12,56
4,Hamburger SV,HSV,33,14,11,8,44:36,8,53
5,Werder Bremen,SVW,33,16,4,13,50:46,4,52
6,Hertha BSC,BSC,33,15,6,12,50:43,7,51
7,FC Schalke 04,S04,33,11,13,9,45:40,5,46
8,VfL Wolfsburg,WOB,33,13,7,13,39:40,-1,46
9,TSV 1860 München,M60,33,12,9,12,42:48,-6,45
10,VfL Bochum,BOC,33,11,9,13,51:54,-3,42
11,FC Hansa Rostock,ROS,33,11,8,14,35:39,-4,41
12,1. FC Kaiserslautern,FCK,33,10,10,13,40:40,0,40
13,Hannover 96,H96,33,11,7,15,46:57,-11,40
14,Bor. Mönchengladbach,BMG,33,10,9,14,39:44,-5,39
15,Bayer Leverkusen,B04,33,10,7,16,46:56,-10,37
16,Arminia Bielefeld,DSC,33,8,12,13,35:45,-10,36
17,1. FC Nürnberg,FCN,33,8,6,19,33:59,-26,30
18,Energie Cottbus,FCE,33,7,8,18,33:63,-30,29
