#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,11,2,3,47:20,27,35
2,Bayer Leverkusen,B04,17,9,5,3,41:24,17,32
3,Borussia Dortmund,BVB,17,9,3,5,33:24,9,30
4,SC Freiburg,SCF,16,7,5,4,25:19,6,26
5,RB Leipzig,RBL,16,6,4,6,28:19,9,22
6,1. FC Union Berlin,FCU,17,6,4,7,25:27,-2,22
7,Eintracht Frankfurt,SGE,16,6,4,6,23:25,-2,22
8,1. FC Köln,KOE,16,5,6,5,24:26,-2,21
9,1899 Hoffenheim,TSG,16,5,3,8,23:31,-8,18
10,VfL Wolfsburg,WOB,17,5,3,9,18:33,-15,18
11,Bor. Mönchengladbach,BMG,17,4,5,8,21:34,-13,17
12,VfL Bochum,BOC,16,4,2,10,15:32,-17,14
13,FC Augsburg,FCA,17,3,4,10,14:30,-16,13
14,Arminia Bielefeld,DSC,17,3,3,11,12:30,-18,12
15,Hertha BSC,BSC,16,3,3,10,12:36,-24,12
16,VfB Stuttgart,VFB,17,1,8,8,13:27,-14,11
17,1. FSV Mainz 05,M05,17,3,2,12,17:34,-17,11
18,SpVgg Greuther Fürth,SGF,16,0,4,12,12:47,-35,4
