#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,4,3,1,0,13:4,9,10
2,Bayer Leverkusen,B04,4,3,1,0,12:3,9,10
3,SC Freiburg,SCF,4,2,2,0,5:3,2,8
4,VfL Wolfsburg,WOB,4,2,0,2,5:6,-1,6
5,Hertha BSC,BSC,5,2,0,3,6:16,-10,6
6,Eintracht Frankfurt,SGE,4,1,2,1,6:8,-2,5
7,1899 Hoffenheim,TSG,4,1,1,2,7:6,1,4
8,1. FC Union Berlin,FCU,3,1,1,1,6:7,-1,4
9,Borussia Dortmund,BVB,3,1,0,2,5:6,-1,3
10,1. FSV Mainz 05,M05,4,1,0,3,3:6,-3,3
11,Bor. Mönchengladbach,BMG,4,1,0,3,4:8,-4,3
12,VfB Stuttgart,VFB,4,0,3,1,2:6,-4,3
13,VfL Bochum,BOC,5,1,0,4,2:13,-11,3
14,RB Leipzig,RBL,4,0,2,2,2:4,-2,2
15,Arminia Bielefeld,DSC,4,0,2,2,3:6,-3,2
16,FC Augsburg,FCA,4,0,2,2,1:5,-4,2
17,1. FC Köln,KOE,4,0,2,2,4:10,-6,2
18,SpVgg Greuther Fürth,SGF,4,0,0,4,3:13,-10,0
