#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,11,2,2,46:17,29,35
2,Borussia Dortmund,BVB,15,8,3,4,29:20,9,27
3,Bayer Leverkusen,B04,15,7,5,3,33:21,12,26
4,SC Freiburg,SCF,15,6,5,4,21:16,5,23
5,RB Leipzig,RBL,15,6,4,5,27:16,11,22
6,Eintracht Frankfurt,SGE,15,6,4,5,23:23,0,22
7,1. FC Köln,KOE,15,4,6,5,20:25,-5,18
8,1899 Hoffenheim,TSG,15,5,2,8,21:29,-8,17
9,1. FC Union Berlin,FCU,15,4,4,7,19:25,-6,16
10,Bor. Mönchengladbach,BMG,15,4,3,8,17:30,-13,15
11,VfL Wolfsburg,WOB,15,4,2,9,16:32,-16,14
12,Arminia Bielefeld,DSC,15,3,3,9,10:25,-15,12
13,VfL Bochum,BOC,15,3,2,10,11:29,-18,11
14,Hertha BSC,BSC,15,3,2,10,11:35,-24,11
15,VfB Stuttgart,VFB,15,1,7,7,11:23,-12,10
16,FC Augsburg,FCA,15,2,4,9,12:26,-14,10
17,1. FSV Mainz 05,M05,15,2,2,11,15:28,-13,8
18,SpVgg Greuther Fürth,SGF,15,0,3,12,11:46,-35,3
