#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,8,6,1,1,27:10,17,19
2,SC Freiburg,SCF,9,4,3,2,15:7,8,15
3,Bayer Leverkusen,B04,9,4,3,2,21:14,7,15
4,Eintracht Frankfurt,SGE,9,4,2,3,15:16,-1,14
5,1899 Hoffenheim,TSG,9,3,2,4,17:18,-1,11
6,Borussia Dortmund,BVB,8,3,1,4,15:14,1,10
7,VfL Wolfsburg,WOB,8,3,1,4,9:15,-6,10
8,1. FC Union Berlin,FCU,8,2,3,3,11:13,-2,9
9,Arminia Bielefeld,DSC,8,2,2,4,6:9,-3,8
10,FC Augsburg,FCA,9,1,4,4,5:11,-6,7
11,1. FC Köln,KOE,8,1,4,3,9:16,-7,7
12,Hertha BSC,BSC,9,2,1,6,8:26,-18,7
13,1. FSV Mainz 05,M05,8,2,0,6,7:12,-5,6
14,VfB Stuttgart,VFB,8,1,3,4,6:13,-7,6
15,VfL Bochum,BOC,9,2,0,7,6:20,-14,6
16,Bor. Mönchengladbach,BMG,9,1,2,6,8:19,-11,5
17,RB Leipzig,RBL,8,0,4,4,5:10,-5,4
18,SpVgg Greuther Fürth,SGF,9,0,0,9,6:34,-28,0
