#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,7,6,1,0,22:9,13,19
2,VfL Wolfsburg,WOB,7,6,0,1,11:4,7,18
3,Werder Bremen,SVW,7,5,1,1,17:11,6,16
4,Hamburger SV,HSV,7,5,1,1,10:7,3,16
5,VfB Stuttgart,VFB,7,4,3,0,15:5,10,15
6,TSV 1860 München,M60,7,4,2,1,14:7,7,14
7,Arminia Bielefeld,DSC,7,4,1,2,10:6,4,13
8,Borussia Dortmund,BVB,7,3,4,0,9:5,4,13
9,Bor. Mönchengladbach,BMG,7,3,3,1,12:4,8,12
10,FC Schalke 04,S04,7,3,3,1,9:5,4,12
11,Hertha BSC,BSC,7,3,2,2,10:7,3,11
12,VfL Bochum,BOC,7,3,1,3,13:9,4,10
13,1. FC Nürnberg,FCN,7,3,0,4,10:12,-2,9
14,Bayer Leverkusen,B04,7,2,2,3,9:12,-3,8
15,FC Hansa Rostock,ROS,7,1,2,4,7:10,-3,5
16,1. FC Kaiserslautern,FCK,7,1,2,4,6:9,-3,5
17,Hannover 96,H96,7,1,2,4,11:17,-6,5
18,Energie Cottbus,FCE,7,1,1,5,3:11,-8,4
