#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,2,2,0,0,9:3,6,6
2,Werder Bremen,SVW,2,2,0,0,6:2,4,6
3,Arminia Bielefeld,DSC,2,2,0,0,4:0,4,6
4,VfL Wolfsburg,WOB,2,2,0,0,3:1,2,6
5,VfL Bochum,BOC,2,1,1,0,5:0,5,4
6,Bor. Mönchengladbach,BMG,2,1,1,0,3:0,3,4
7,Borussia Dortmund,BVB,2,1,1,0,5:3,2,4
8,FC Schalke 04,S04,2,1,1,0,1:0,1,4
9,TSV 1860 München,M60,2,1,0,1,3:2,1,3
10,1. FC Nürnberg,FCN,2,1,0,1,4:4,0,3
11,FC Hansa Rostock,ROS,2,1,0,1,3:3,0,3
12,Hamburger SV,HSV,2,1,0,1,2:4,-2,3
13,VfB Stuttgart,VFB,2,0,2,0,2:2,0,2
14,Hertha BSC,BSC,2,0,1,1,2:3,-1,1
15,Bayer Leverkusen,B04,2,0,1,1,3:5,-2,1
16,1. FC Kaiserslautern,FCK,2,0,1,1,2:4,-2,1
17,Energie Cottbus,FCE,2,0,1,1,1:5,-4,1
18,Hannover 96,H96,2,0,0,2,2:6,-4,0
