#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,8,7,1,0,24:9,15,22
2,Werder Bremen,SVW,8,6,1,1,20:12,8,19
3,VfL Wolfsburg,WOB,7,6,0,1,11:4,7,18
4,Hamburger SV,HSV,8,5,2,1,11:8,3,17
5,Arminia Bielefeld,DSC,8,5,1,2,13:6,7,16
6,Borussia Dortmund,BVB,8,4,4,0,12:6,6,16
7,Bor. Mönchengladbach,BMG,8,4,3,1,13:4,9,15
8,VfB Stuttgart,VFB,8,4,3,1,15:8,7,15
9,TSV 1860 München,M60,8,4,2,2,14:10,4,14
10,FC Schalke 04,S04,8,3,4,1,10:6,4,13
11,Hertha BSC,BSC,8,3,3,2,12:9,3,12
12,VfL Bochum,BOC,8,3,1,4,13:12,1,10
13,1. FC Nürnberg,FCN,9,3,1,5,13:16,-3,10
14,FC Hansa Rostock,ROS,8,2,2,4,10:11,-1,8
15,1. FC Kaiserslautern,FCK,8,2,2,4,8:9,-1,8
16,Bayer Leverkusen,B04,8,2,2,4,11:15,-4,8
17,Hannover 96,H96,8,1,2,5,11:19,-8,5
18,Energie Cottbus,FCE,8,1,1,6,6:15,-9,4
