#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,15,9,4,2,29:10,19,31
2,Bayern München,FCB,14,7,3,4,22:13,9,24
3,Bor. Mönchengladbach,BMG,14,7,1,6,15:10,5,22
4,Bayer Leverkusen,B04,15,5,5,5,19:19,0,20
5,FC Schalke 04,S04,14,6,2,6,22:23,-1,20
6,Hamburger SV,HSV,14,5,4,5,15:22,-7,19
7,1899 Hoffenheim,TSG,15,6,1,8,19:27,-8,19
8,VfB Stuttgart,VFB,14,4,4,6,23:25,-2,16
9,Hertha BSC,BSC,15,3,6,6,16:28,-12,15
10,1. FC Nürnberg,FCN,15,4,2,9,11:22,-11,14
11,Werder Bremen,SVW,15,3,5,7,16:28,-12,14
12,1. FSV Mainz 05,M05,15,2,7,6,20:25,-5,13
13,SC Freiburg,SCF,14,3,3,8,19:36,-17,12
14,Hannover 96,H96,15,2,5,8,10:26,-16,11
15,1. FC Köln,KOE,14,3,2,9,18:35,-17,11
16,VfL Wolfsburg,WOB,14,3,2,9,16:33,-17,11
17,1. FC Kaiserslautern,FCK,14,1,6,7,8:20,-12,9
18,FC Augsburg,FCA,15,1,6,8,14:29,-15,9
