#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,17,11,4,2,36:13,23,37
2,Bayern München,FCB,17,9,3,5,28:16,12,30
3,Bor. Mönchengladbach,BMG,17,8,2,7,20:14,6,26
4,Bayer Leverkusen,B04,17,7,5,5,24:20,4,26
5,FC Schalke 04,S04,17,7,3,7,27:30,-3,24
6,VfB Stuttgart,VFB,17,5,5,7,27:29,-2,20
7,1. FC Nürnberg,FCN,17,6,2,9,16:24,-8,20
8,1899 Hoffenheim,TSG,17,6,2,9,20:30,-10,20
9,Hamburger SV,HSV,17,5,5,7,16:28,-12,20
10,Hertha BSC,BSC,17,3,7,7,19:35,-16,16
11,SC Freiburg,SCF,17,4,4,9,21:41,-20,16
12,1. FSV Mainz 05,M05,17,2,9,6,20:25,-5,15
13,Werder Bremen,SVW,17,3,5,9,18:35,-17,14
14,FC Augsburg,FCA,17,2,7,8,16:30,-14,13
15,1. FC Kaiserslautern,FCK,17,2,6,9,12:26,-14,12
16,VfL Wolfsburg,WOB,17,3,3,11,18:38,-20,12
17,Hannover 96,H96,17,2,5,10,10:28,-18,11
18,1. FC Köln,KOE,17,3,2,12,19:46,-27,11
