#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,14,8,4,2,26:9,17,28
2,Bayern München,FCB,14,7,3,4,22:13,9,24
3,Bor. Mönchengladbach,BMG,14,7,1,6,15:10,5,22
4,FC Schalke 04,S04,14,6,2,6,22:23,-1,20
5,Bayer Leverkusen,B04,14,5,4,5,18:18,0,19
6,Hamburger SV,HSV,14,5,4,5,15:22,-7,19
7,VfB Stuttgart,VFB,14,4,4,6,23:25,-2,16
8,1899 Hoffenheim,TSG,14,5,1,8,17:26,-9,16
9,Hertha BSC,BSC,14,3,5,6,16:28,-12,14
10,1. FSV Mainz 05,M05,14,2,7,5,19:21,-2,13
11,1. FC Nürnberg,FCN,14,4,1,9,9:20,-11,13
12,Werder Bremen,SVW,14,3,4,7,15:27,-12,13
13,SC Freiburg,SCF,14,3,3,8,19:36,-17,12
14,Hannover 96,H96,14,2,5,7,10:23,-13,11
15,1. FC Köln,KOE,14,3,2,9,18:35,-17,11
16,VfL Wolfsburg,WOB,14,3,2,9,16:33,-17,11
17,1. FC Kaiserslautern,FCK,14,1,6,7,8:20,-12,9
18,FC Augsburg,FCA,14,1,6,7,13:27,-14,9
