#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,9,7,2,0,26:4,22,23
2,Hertha BSC,BSC,8,7,0,1,15:4,11,21
3,RB Leipzig,RBL,7,6,1,0,14:5,9,19
4,Borussia Dortmund,BVB,8,5,3,0,18:5,13,18
5,Eintracht Frankfurt,SGE,8,5,3,0,14:7,7,18
6,1899 Hoffenheim,TSG,9,4,5,0,16:9,7,17
7,1. FC Köln,KOE,8,4,4,0,13:4,9,16
8,Bor. Mönchengladbach,BMG,9,4,3,2,12:7,5,15
9,SC Freiburg,SCF,7,5,0,2,9:9,0,15
10,FC Schalke 04,S04,8,4,1,3,15:9,6,13
11,1. FSV Mainz 05,M05,7,4,1,2,18:14,4,13
12,Bayer Leverkusen,B04,8,3,2,3,12:12,0,11
13,Werder Bremen,SVW,8,3,1,4,11:13,-2,10
14,FC Augsburg,FCA,8,2,3,3,6:10,-4,9
15,SV Darmstadt 98,D98,8,2,2,4,7:10,-3,8
16,Hamburger SV,HSV,8,2,2,4,8:17,-9,8
17,FC Ingolstadt 04,FCI,8,1,2,5,7:14,-7,5
18,VfL Wolfsburg,WOB,8,1,2,5,5:12,-7,5
