#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hertha BSC,BSC,6,6,0,0,13:3,10,18
2,Bayern München,FCB,7,5,2,0,18:4,14,17
3,Borussia Dortmund,BVB,7,5,2,0,17:4,13,17
4,RB Leipzig,RBL,6,5,1,0,12:5,7,16
5,1899 Hoffenheim,TSG,7,4,3,0,13:6,7,15
6,1. FC Köln,KOE,6,4,2,0,11:2,9,14
7,Eintracht Frankfurt,SGE,6,4,2,0,11:7,4,14
8,FC Schalke 04,S04,6,4,0,2,14:7,7,12
9,Bor. Mönchengladbach,BMG,7,3,3,1,10:5,5,12
10,SC Freiburg,SCF,6,4,0,2,8:9,-1,12
11,Bayer Leverkusen,B04,7,3,2,2,11:10,1,11
12,1. FSV Mainz 05,M05,6,3,1,2,15:13,2,10
13,Werder Bremen,SVW,7,3,0,4,10:12,-2,9
14,SV Darmstadt 98,D98,7,2,2,3,7:9,-2,8
15,FC Augsburg,FCA,7,1,3,3,5:10,-5,6
16,FC Ingolstadt 04,FCI,6,0,2,4,5:12,-7,2
17,VfL Wolfsburg,WOB,7,0,2,5,4:12,-8,2
18,Hamburger SV,HSV,6,0,2,4,5:16,-11,2
