#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,12,4,0,51:8,43,40
2,Borussia Dortmund,BVB,16,12,4,0,37:9,28,40
3,1899 Hoffenheim,TSG,16,11,5,0,35:14,21,38
4,RB Leipzig,RBL,16,12,2,2,31:11,20,38
5,Hertha BSC,BSC,16,12,1,3,26:13,13,37
6,SC Freiburg,SCF,16,10,1,5,22:23,-1,31
7,1. FC Köln,KOE,16,8,6,2,27:17,10,30
8,FC Schalke 04,S04,16,8,4,4,28:14,14,28
9,Eintracht Frankfurt,SGE,16,7,6,3,22:16,6,27
10,Bor. Mönchengladbach,BMG,16,7,4,5,24:16,8,25
11,Werder Bremen,SVW,16,8,1,7,25:19,6,25
12,Hamburger SV,HSV,16,7,4,5,19:24,-5,25
13,1. FSV Mainz 05,M05,16,6,4,6,26:24,2,22
14,SV Darmstadt 98,D98,16,6,3,7,18:23,-5,21
15,Bayer Leverkusen,B04,16,5,5,6,25:26,-1,20
16,FC Augsburg,FCA,16,5,5,6,21:24,-3,20
17,VfL Wolfsburg,WOB,16,5,2,9,14:24,-10,17
18,FC Ingolstadt 04,FCI,16,4,4,8,20:29,-9,16
