#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,4,3,1,0,13:2,11,10
2,Borussia Dortmund,BVB,4,3,1,0,12:3,9,10
3,1. FC Köln,KOE,4,3,1,0,8:2,6,10
3,Bor. Mönchengladbach,BMG,4,3,1,0,8:2,6,10
5,Hertha BSC,BSC,3,3,0,0,6:1,5,9
6,SC Freiburg,SCF,3,3,0,0,5:1,4,9
7,Eintracht Frankfurt,SGE,4,2,2,0,8:6,2,8
8,1899 Hoffenheim,TSG,4,2,2,0,6:4,2,8
9,Bayer Leverkusen,B04,3,2,1,0,5:1,4,7
10,RB Leipzig,RBL,3,2,1,0,4:2,2,7
11,Werder Bremen,SVW,4,2,0,2,6:6,0,6
12,SV Darmstadt 98,D98,3,1,2,0,4:3,1,5
13,1. FSV Mainz 05,M05,3,1,1,1,8:8,0,4
14,FC Augsburg,FCA,4,1,1,2,3:6,-3,4
15,FC Schalke 04,S04,3,1,0,2,5:5,0,3
16,VfL Wolfsburg,WOB,4,0,2,2,1:6,-5,2
17,Hamburger SV,HSV,3,0,1,2,1:6,-5,1
18,FC Ingolstadt 04,FCI,3,0,0,3,1:6,-5,0
