#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,5,3,2,0,9:2,7,11
2,FC Hansa Rostock,ROS,5,3,1,1,7:1,6,10
3,Bayern München,FCB,5,3,1,1,7:3,4,10
4,VfL Bochum,BOC,5,3,1,1,12:9,3,10
5,Hertha BSC,BSC,5,2,2,1,5:3,2,8
6,Hannover 96,H96,5,2,1,2,10:10,0,7
7,Werder Bremen,SVW,5,2,1,2,9:11,-2,7
8,TSV 1860 München,M60,5,2,1,2,6:8,-2,7
9,Bayer Leverkusen,B04,5,1,2,2,7:8,-1,5
10,VfB Stuttgart,VFB,5,1,2,2,7:9,-2,5
11,FC Schalke 04,S04,5,1,2,2,6:8,-2,5
12,VfL Wolfsburg,WOB,5,1,1,3,5:8,-3,4
13,1. FC Nürnberg,FCN,5,1,1,3,5:9,-4,4
14,Energie Cottbus,FCE,5,1,1,3,4:13,-9,4
15,Bor. Mönchengladbach,BMG,5,1,0,4,3:6,-3,3
16,Arminia Bielefeld,DSC,5,0,2,3,3:13,-10,2
17,1. FC Kaiserslautern,FCK,5,0,1,4,1:8,-7,1
18,Hamburger SV,HSV,5,0,0,5,3:11,-8,0
