#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Hansa Rostock,ROS,3,3,0,0,7:0,7,9
2,VfL Bochum,BOC,3,2,1,0,9:5,4,7
3,Bayern München,FCB,4,2,1,1,6:3,3,7
4,Hannover 96,H96,4,2,0,2,7:7,0,6
5,Werder Bremen,SVW,4,2,0,2,5:7,-2,6
6,FC Schalke 04,S04,4,1,2,1,6:5,1,5
7,Borussia Dortmund,BVB,3,1,2,0,2:1,1,5
8,Hertha BSC,BSC,4,1,2,1,3:3,0,5
9,Bayer Leverkusen,B04,3,1,1,1,6:5,1,4
10,TSV 1860 München,M60,3,1,1,1,4:4,0,4
11,VfL Wolfsburg,WOB,4,1,1,2,3:4,-1,4
12,Bor. Mönchengladbach,BMG,4,1,0,3,3:5,-2,3
13,1. FC Nürnberg,FCN,3,1,0,2,3:6,-3,3
14,Energie Cottbus,FCE,3,1,0,2,4:9,-5,3
15,VfB Stuttgart,VFB,4,0,2,2,5:8,-3,2
16,1. FC Kaiserslautern,FCK,4,0,1,3,1:7,-6,1
17,Arminia Bielefeld,DSC,3,0,1,2,3:10,-7,1
18,Hamburger SV,HSV,3,0,0,3,2:6,-4,0
