#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,10,5,3,2,13:9,4,18
2,Borussia Dortmund,BVB,10,5,2,3,17:9,8,17
3,Bayern München,FCB,9,5,2,2,12:5,7,17
4,VfB Stuttgart,VFB,10,4,3,3,14:15,-1,15
5,FC Hansa Rostock,ROS,9,4,2,3,11:9,2,14
6,TSV 1860 München,M60,10,4,2,4,15:15,0,14
7,Hannover 96,H96,9,4,1,4,12:14,-2,13
8,VfL Bochum,BOC,9,3,3,3,18:17,1,12
9,Bayer Leverkusen,B04,9,3,3,3,13:12,1,12
10,1. FC Nürnberg,FCN,9,3,2,4,11:13,-2,11
11,Werder Bremen,SVW,9,3,2,4,12:16,-4,11
12,Hertha BSC,BSC,10,3,2,5,8:13,-5,11
13,Hamburger SV,HSV,10,2,3,5,12:17,-5,9
14,Energie Cottbus,FCE,9,2,3,4,10:19,-9,9
15,Arminia Bielefeld,DSC,10,1,4,5,10:20,-10,7
16,VfL Wolfsburg,WOB,10,1,2,7,8:18,-10,5
17,Bor. Mönchengladbach,BMG,10,1,1,8,7:18,-11,4
18,1. FC Kaiserslautern,FCK,9,0,3,6,9:20,-11,3
